picId,clientId,name,unidade,lat,lon,rodada_init_time,data_hora_observacao,temp_media_c,temp_min_c,temp_max_c,precipitacao_6h_media_mm,precipitacao_6h_max_mm,vento_medio_ms,vento_rajada_max_ms,pressao_mar_pa
25628,2314,UAE_440264,UAE,-17.5812,-52.36706,2026-07-08 12:00:00,2026-07-08 18:00:00,26.64,25.57,27.65,0.004,0.059,1.01,2.41,101703.9
26045,2314,UAE_440286,UAE,-17.74924,-51.94314,2026-07-08 12:00:00,2026-07-08 18:00:00,26.7,26.01,27.54,0.003,0.06,1.02,1.96,101710.5
26056,2314,UAE_440293,UAE,-17.57164,-52.29925,2026-07-08 12:00:00,2026-07-08 18:00:00,26.64,25.57,27.65,0.004,0.059,1.01,2.41,101703.9
25664,2314,UAE_448060,UAE,-17.39922,-52.3558,2026-07-08 12:00:00,2026-07-08 18:00:00,26.64,25.57,27.65,0.004,0.059,1.01,2.41,101703.9
26062,2314,UAE_449145,UAE,-17.44726,-52.96758,2026-07-08 12:00:00,2026-07-08 18:00:00,27.92,27.2,29.3,0.002,0.025,1.41,2.3,101637.3
25249,2314,UAE_449203,UAE,-17.26479,-52.96622,2026-07-08 12:00:00,2026-07-08 18:00:00,28.47,27.61,30.13,0.001,0.011,1.45,2.83,101627.3
26037,2314,UAT_420004,UAT,-17.73622,-53.3182,2026-07-08 12:00:00,2026-07-08 18:00:00,27.46,26.7,28.44,0.003,0.03,1.49,2.43,101681.7
26159,2314,UAT_420006,UAT,-17.6545937,-53.3175924,2026-07-08 12:00:00,2026-07-08 18:00:00,27.46,26.7,28.44,0.003,0.03,1.49,2.43,101681.7
26053,2314,UAT_420026,UAT,-17.66554,-53.27472,2026-07-08 12:00:00,2026-07-08 18:00:00,27.46,26.7,28.44,0.003,0.03,1.49,2.43,101681.7
25195,2314,UAT_420027,UAT,-17.89151,-53.19728,2026-07-08 12:00:00,2026-07-08 18:00:00,26.93,26.4,27.85,0.003,0.031,1.89,2.82,101686.1
26157,2314,UAT_420031,UAT,-17.59259,-53.31711,2026-07-08 12:00:00,2026-07-08 18:00:00,27.85,26.88,28.99,0.002,0.02,1.23,2.11,101643.1
26147,2314,UAT_420033,UAT,-17.50442,-53.3002,2026-07-08 12:00:00,2026-07-08 18:00:00,27.85,26.88,28.99,0.002,0.02,1.23,2.11,101643.1
19879,2314,UAT_420048,UAT,-17.95031,-53.34072,2026-07-08 12:00:00,2026-07-08 18:00:00,26.93,26.4,27.85,0.003,0.031,1.89,2.82,101686.1
26151,2314,UAT_420109,UAT,-17.53904,-53.50165,2026-07-08 12:00:00,2026-07-08 18:00:00,28.88,27.84,29.69,0.001,0.012,1.26,2.15,101605.6
26150,2314,UAT_420120,UAT,-17.6786,-53.41716,2026-07-08 12:00:00,2026-07-08 18:00:00,27.85,26.99,28.84,0.002,0.027,1.77,2.69,101647.5
26166,2314,UAT_420154,UAT,-17.41446,-53.34319,2026-07-08 12:00:00,2026-07-08 18:00:00,27.85,26.88,28.99,0.002,0.02,1.23,2.11,101643.1
25314,2314,UAT_428001,UAT,-17.74048,-53.44137,2026-07-08 12:00:00,2026-07-08 18:00:00,27.85,26.99,28.84,0.002,0.027,1.77,2.69,101647.5
25098,2314,UAT_428003,UAT,-17.78489,-53.38451,2026-07-08 12:00:00,2026-07-08 18:00:00,27.85,26.99,28.84,0.002,0.027,1.77,2.69,101647.5
22774,2314,UAT_428079,UAT,-17.89667,-53.59128,2026-07-08 12:00:00,2026-07-08 18:00:00,28.29,27.07,29.57,0.001,0.018,1.99,2.69,101629.4
26135,2314,UAT_429053,UAT,-17.75157,-53.24856,2026-07-08 12:00:00,2026-07-08 18:00:00,27.46,26.7,28.44,0.003,0.03,1.49,2.43,101681.7
26102,2314,UAT_429059,UAT,-17.97345,-53.17618,2026-07-08 12:00:00,2026-07-08 18:00:00,26.93,26.4,27.85,0.003,0.031,1.89,2.82,101686.1
25443,2314,UAT_429070,UAT,-17.8294,-53.23993,2026-07-08 12:00:00,2026-07-08 18:00:00,27.46,26.7,28.44,0.003,0.03,1.49,2.43,101681.7
26108,2314,UCP_120002,UCP,-22.414486,-52.173444,2026-07-08 12:00:00,2026-07-08 18:00:00,24.2,23.11,25.33,0.001,0.025,0.96,2.11,101806.3
25867,2314,UCP_120003,UCP,-22.15548,-51.93725,2026-07-08 12:00:00,2026-07-08 18:00:00,24.56,23.62,25.96,0.001,0.022,0.79,1.62,101792.4
26124,2314,UCP_120007,UCP,-22.43875,-52.099453,2026-07-08 12:00:00,2026-07-08 18:00:00,23.96,23.03,25.5,0.001,0.013,0.73,1.43,101826.7
26249,2314,UCP_120047,UCP,-22.448149,-52.220496,2026-07-08 12:00:00,2026-07-08 18:00:00,24.2,23.11,25.33,0.001,0.025,0.96,2.11,101806.3
26114,2314,UCP_120052,UCP,-22.469219,-52.084815,2026-07-08 12:00:00,2026-07-08 18:00:00,23.96,23.03,25.5,0.001,0.013,0.73,1.43,101826.7
13247,2314,UCP_120072,UCP,-22.34801,-52.26834,2026-07-08 12:00:00,2026-07-08 18:00:00,24.3,22.93,25.94,0.002,0.023,1.19,2.21,101804.9
25865,2314,UCP_120089,UCP,-22.0687,-51.9146,2026-07-08 12:00:00,2026-07-08 18:00:00,24.76,23.57,26.03,0.001,0.01,1.44,2.4,101806.5
26145,2314,UCP_120110,UCP,-22.35368,-52.35855,2026-07-08 12:00:00,2026-07-08 18:00:00,24.3,22.93,25.94,0.002,0.023,1.19,2.21,101804.9
26222,2314,UCP_120116,UCP,-22.561271,-52.187249,2026-07-08 12:00:00,2026-07-08 18:00:00,24.2,23.11,25.33,0.001,0.025,0.96,2.11,101806.3
25656,2314,UCP_120171,UCP,-22.306128,-52.200888,2026-07-08 12:00:00,2026-07-08 18:00:00,24.3,22.93,25.94,0.002,0.023,1.19,2.21,101804.9
25262,2314,UCP_120204,UCP,-22.2032,-52.33885,2026-07-08 12:00:00,2026-07-08 18:00:00,24.3,22.93,25.94,0.002,0.023,1.19,2.21,101804.9
25663,2314,UCP_120300,UCP,-22.22641,-52.09456,2026-07-08 12:00:00,2026-07-08 18:00:00,24.56,23.62,25.96,0.001,0.022,0.79,1.62,101792.4
26232,2314,UCP_120345,UCP,-22.470616,-52.162091,2026-07-08 12:00:00,2026-07-08 18:00:00,24.2,23.11,25.33,0.001,0.025,0.96,2.11,101806.3
26226,2314,UCP_120358,UCP,-22.376962,-52.180874,2026-07-08 12:00:00,2026-07-08 18:00:00,24.2,23.11,25.33,0.001,0.025,0.96,2.11,101806.3
22915,2314,UCP_120364,UCP,-22.13654,-52.34378,2026-07-08 12:00:00,2026-07-08 18:00:00,24.3,22.93,25.94,0.002,0.023,1.19,2.21,101804.9
19228,2314,UCP_120380,UCP,-22.272701,-52.176075,2026-07-08 12:00:00,2026-07-08 18:00:00,24.3,22.93,25.94,0.002,0.023,1.19,2.21,101804.9
26250,2314,UCP_120384,UCP,-22.289614,-52.25926,2026-07-08 12:00:00,2026-07-08 18:00:00,24.3,22.93,25.94,0.002,0.023,1.19,2.21,101804.9
26227,2314,UCP_120387,UCP,-22.3566,-52.5217,2026-07-08 12:00:00,2026-07-08 18:00:00,23.81,21.81,25.6,0.001,0.016,1.43,2.44,101800.5
19171,2314,UCP_120442,UCP,-22.21484,-52.43011,2026-07-08 12:00:00,2026-07-08 18:00:00,23.81,21.81,25.6,0.001,0.016,1.43,2.44,101800.5
16548,2314,UCP_120454,UCP,-22.35487,-52.119445,2026-07-08 12:00:00,2026-07-08 18:00:00,24.56,23.62,25.96,0.001,0.022,0.79,1.62,101792.4
26131,2314,UCP_120460,UCP,-22.278781,-52.237634,2026-07-08 12:00:00,2026-07-08 18:00:00,24.3,22.93,25.94,0.002,0.023,1.19,2.21,101804.9
26112,2314,UCP_120474,UCP,-22.09439,-52.14659,2026-07-08 12:00:00,2026-07-08 18:00:00,24.5,22.85,25.69,0.001,0.016,1.69,2.82,101799.0
25989,2314,UCP_120490,UCP,-22.32888,-52.56191,2026-07-08 12:00:00,2026-07-08 18:00:00,23.81,21.81,25.6,0.001,0.016,1.43,2.44,101800.5
26111,2314,UCP_128051,UCP,-22.28051,-52.06928,2026-07-08 12:00:00,2026-07-08 18:00:00,24.56,23.62,25.96,0.001,0.022,0.79,1.62,101792.4
26113,2314,UCP_129041,UCP,-22.44812,-52.45569,2026-07-08 12:00:00,2026-07-08 18:00:00,23.99,22.53,25.29,0.002,0.036,1.17,2.41,101812.1
26231,2314,UCP_129454,UCP,-22.0904,-52.04932,2026-07-08 12:00:00,2026-07-08 18:00:00,24.76,23.57,26.03,0.001,0.01,1.44,2.4,101806.5
25955,2314,UCP_129502,UCP,-22.11716,-52.28379,2026-07-08 12:00:00,2026-07-08 18:00:00,24.5,22.85,25.69,0.001,0.016,1.69,2.82,101799.0
25088,2314,UCP_129993,UCP,-22.397446,-52.106702,2026-07-08 12:00:00,2026-07-08 18:00:00,23.96,23.03,25.5,0.001,0.013,0.73,1.43,101826.7
26137,2314,UCR_430013,UCR,-18.439294,-53.194014,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,26.15,27.93,0.001,0.007,1.53,2.27,101691.9
26127,2314,UCR_430028,UCR,-18.620581,-53.076687,2026-07-08 12:00:00,2026-07-08 18:00:00,26.52,25.56,27.13,0.001,0.017,1.21,2.1,101701.8
25705,2314,UCR_430035,UCR,-18.367395,-53.19083,2026-07-08 12:00:00,2026-07-08 18:00:00,26.93,26.17,27.93,0.002,0.017,1.98,2.66,101694.7
25284,2314,UCR_430038,UCR,-18.395072,-53.130407,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,26.15,27.93,0.001,0.007,1.53,2.27,101691.9
16091,2314,UCR_430042,UCR,-18.35544,-53.30809,2026-07-08 12:00:00,2026-07-08 18:00:00,26.93,26.17,27.93,0.002,0.017,1.98,2.66,101694.7
26014,2314,UCR_430069,UCR,-18.476075,-53.259297,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,26.15,27.93,0.001,0.007,1.53,2.27,101691.9
26142,2314,UCR_430080,UCR,-18.5404,-53.309515,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,26.15,27.93,0.001,0.007,1.53,2.27,101691.9
26136,2314,UCR_430082,UCR,-18.726293,-53.295587,2026-07-08 12:00:00,2026-07-08 18:00:00,27.37,26.52,28.33,0.001,0.011,0.87,1.64,101671.0
26154,2314,UCR_430100,UCR,-18.72919,-53.23845,2026-07-08 12:00:00,2026-07-08 18:00:00,27.37,26.52,28.33,0.001,0.011,0.87,1.64,101671.0
11649,2314,UCR_430188,UCR,-18.442711,-53.328876,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,26.15,27.93,0.001,0.007,1.53,2.27,101691.9
26156,2314,UCR_430189,UCR,-18.457168,-53.454862,2026-07-08 12:00:00,2026-07-08 18:00:00,28.09,27.2,28.88,0.001,0.009,1.51,2.38,101638.7
11064,2314,UCR_430193,UCR,-18.455733,-53.109513,2026-07-08 12:00:00,2026-07-08 18:00:00,26.52,25.56,27.13,0.001,0.017,1.21,2.1,101701.8
14976,2314,UCR_430235,UCR,-18.51613,-53.04143,2026-07-08 12:00:00,2026-07-08 18:00:00,26.52,25.56,27.13,0.001,0.017,1.21,2.1,101701.8
26134,2314,UCR_430250,UCR,-18.602664,-53.195763,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,26.15,27.93,0.001,0.007,1.53,2.27,101691.9
26130,2314,UCR_430271,UCR,-18.54951,-53.08757,2026-07-08 12:00:00,2026-07-08 18:00:00,26.52,25.56,27.13,0.001,0.017,1.21,2.1,101701.8
26146,2314,UCR_430278,UCR,-18.37928,-52.99697,2026-07-08 12:00:00,2026-07-08 18:00:00,26.52,25.56,27.13,0.001,0.017,1.21,2.1,101701.8
25501,2314,UCR_430302,UCR,-18.511801,-53.216719,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,26.15,27.93,0.001,0.007,1.53,2.27,101691.9
14720,2314,UCR_430314,UCR,-18.92452,-53.062048,2026-07-08 12:00:00,2026-07-08 18:00:00,26.71,26.06,27.46,0.001,0.009,0.64,1.56,101698.7
26144,2314,UCR_439211,UCR,-18.78055,-53.17633,2026-07-08 12:00:00,2026-07-08 18:00:00,27.37,26.52,28.33,0.001,0.011,0.87,1.64,101671.0
13796,2314,UEL_310014,UEL,-21.8499,-54.21598,2026-07-08 12:00:00,2026-07-08 18:00:00,24.89,24.0,25.82,0.001,0.008,2.07,2.63,101730.7
25744,2314,UEL_310031,UEL,-21.87163,-54.079,2026-07-08 12:00:00,2026-07-08 18:00:00,24.9,24.07,25.9,0.001,0.011,1.97,2.73,101747.2
22923,2314,UEL_310102,UEL,-21.65768,-53.79838,2026-07-08 12:00:00,2026-07-08 18:00:00,25.08,24.41,26.2,0.001,0.01,1.82,2.9,101734.9
26104,2314,UEL_310165,UEL,-21.705631,-53.987955,2026-07-08 12:00:00,2026-07-08 18:00:00,24.9,24.07,25.9,0.001,0.011,1.97,2.73,101747.2
25717,2314,UEL_310210,UEL,-21.881881,-53.942005,2026-07-08 12:00:00,2026-07-08 18:00:00,24.57,23.88,25.56,0.001,0.015,1.87,2.55,101744.8
26035,2314,UEL_310240,UEL,-21.81814,-53.86253,2026-07-08 12:00:00,2026-07-08 18:00:00,25.08,24.41,26.2,0.001,0.01,1.82,2.9,101734.9
26065,2314,UEL_310268,UEL,-21.75892,-53.93119,2026-07-08 12:00:00,2026-07-08 18:00:00,24.9,24.07,25.9,0.001,0.011,1.97,2.73,101747.2
26155,2314,UEL_310405,UEL,-21.80317,-54.32009,2026-07-08 12:00:00,2026-07-08 18:00:00,24.89,24.0,25.82,0.001,0.008,2.07,2.63,101730.7
25352,2314,UEL_318346,UEL,-21.91083,-54.14432,2026-07-08 12:00:00,2026-07-08 18:00:00,24.54,23.64,25.55,0.001,0.009,1.96,2.47,101739.7
26132,2314,UEL_318401,UEL,-21.70617,-53.87426,2026-07-08 12:00:00,2026-07-08 18:00:00,25.08,24.41,26.2,0.001,0.01,1.82,2.9,101734.9
25317,2314,UEL_318908,UEL,-21.801336,-54.105838,2026-07-08 12:00:00,2026-07-08 18:00:00,24.9,24.07,25.9,0.001,0.011,1.97,2.73,101747.2
26158,2314,UEL_320315,UEL,-21.868826,-54.307646,2026-07-08 12:00:00,2026-07-08 18:00:00,24.89,24.0,25.82,0.001,0.008,2.07,2.63,101730.7
25370,2314,UMV_410036,UMV,-17.84905,-53.10391,2026-07-08 12:00:00,2026-07-08 18:00:00,27.44,26.32,28.54,0.003,0.033,1.16,2.32,101668.3
25948,2314,UMV_410047,UMV,-17.787364,-52.866477,2026-07-08 12:00:00,2026-07-08 18:00:00,27.06,26.19,28.1,0.003,0.04,0.96,2.03,101687.3
25349,2314,UMV_410050,UMV,-17.74627,-52.97339,2026-07-08 12:00:00,2026-07-08 18:00:00,27.44,26.32,28.54,0.003,0.033,1.16,2.32,101668.3
11770,2314,UMV_410052,UMV,-17.69711,-53.11632,2026-07-08 12:00:00,2026-07-08 18:00:00,27.44,26.32,28.54,0.003,0.033,1.16,2.32,101668.3
26055,2314,UMV_410060,UMV,-17.67181,-53.00486,2026-07-08 12:00:00,2026-07-08 18:00:00,27.44,26.32,28.54,0.003,0.033,1.16,2.32,101668.3
25362,2314,UMV_410149,UMV,-17.67942,-53.19193,2026-07-08 12:00:00,2026-07-08 18:00:00,27.46,26.7,28.44,0.003,0.03,1.49,2.43,101681.7
26016,2314,UMV_410172,UMV,-17.68703,-53.05093,2026-07-08 12:00:00,2026-07-08 18:00:00,27.44,26.32,28.54,0.003,0.033,1.16,2.32,101668.3
21292,2314,UMV_410188,UMV,-17.75885,-53.13167,2026-07-08 12:00:00,2026-07-08 18:00:00,27.46,26.7,28.44,0.003,0.03,1.49,2.43,101681.7
26015,2314,UMV_410205,UMV,-17.801945,-52.973335,2026-07-08 12:00:00,2026-07-08 18:00:00,27.44,26.32,28.54,0.003,0.033,1.16,2.32,101668.3
25904,2314,UMV_410209,UMV,-17.695635,-52.945965,2026-07-08 12:00:00,2026-07-08 18:00:00,27.44,26.32,28.54,0.003,0.033,1.16,2.32,101668.3
10725,2314,UMV_410228,UMV,-17.97149,-53.04733,2026-07-08 12:00:00,2026-07-08 18:00:00,26.74,25.8,27.83,0.003,0.044,1.05,2.21,101700.2
22596,2314,UMV_410237,UMV,-17.63743,-53.08039,2026-07-08 12:00:00,2026-07-08 18:00:00,27.44,26.32,28.54,0.003,0.033,1.16,2.32,101668.3
26086,2314,UMV_410247,UMV,-17.7553,-53.054473,2026-07-08 12:00:00,2026-07-08 18:00:00,27.44,26.32,28.54,0.003,0.033,1.16,2.32,101668.3
26061,2314,UMV_418246,UMV,-17.627,-53.1307,2026-07-08 12:00:00,2026-07-08 18:00:00,27.46,26.7,28.44,0.003,0.03,1.49,2.43,101681.7
26088,2314,UMV_418259,UMV,-17.73877,-52.76438,2026-07-08 12:00:00,2026-07-08 18:00:00,27.06,26.19,28.1,0.003,0.04,0.96,2.03,101687.3
25290,2314,UMV_419033,UMV,-17.49263,-52.68559,2026-07-08 12:00:00,2026-07-08 18:00:00,27.04,26.09,27.97,0.004,0.036,1.12,2.25,101688.8
26050,2314,UMV_419132,UMV,-17.56163,-52.87835,2026-07-08 12:00:00,2026-07-08 18:00:00,27.92,27.2,29.3,0.002,0.025,1.41,2.3,101637.3
26224,2314,URC_210000,URC,-18.79607,-51.00996,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,25.69,27.98,0.002,0.029,1.75,2.86,101732.6
25626,2314,URC_210004,URC,-18.851838,-51.059379,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,25.69,27.98,0.002,0.029,1.75,2.86,101732.6
26176,2314,URC_210010,URC,-18.79015,-51.11736,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,25.69,27.98,0.002,0.029,1.75,2.86,101732.6
25510,2314,URC_210012,URC,-18.917304,-50.889894,2026-07-08 12:00:00,2026-07-08 18:00:00,26.24,25.19,27.39,0.003,0.032,1.56,2.34,101754.8
17218,2314,URC_210017,URC,-18.908012,-50.967876,2026-07-08 12:00:00,2026-07-08 18:00:00,26.24,25.19,27.39,0.003,0.032,1.56,2.34,101754.8
26178,2314,URC_210046,URC,-18.77154,-51.28472,2026-07-08 12:00:00,2026-07-08 18:00:00,26.75,25.71,27.83,0.002,0.051,1.75,3.1,101731.3
26228,2314,URC_210057,URC,-18.92968,-51.07291,2026-07-08 12:00:00,2026-07-08 18:00:00,26.24,25.19,27.39,0.003,0.032,1.56,2.34,101754.8
19475,2314,URC_210059,URC,-18.71898,-51.22087,2026-07-08 12:00:00,2026-07-08 18:00:00,26.75,25.71,27.83,0.002,0.051,1.75,3.1,101731.3
26235,2314,URC_210060,URC,-18.990916,-50.865204,2026-07-08 12:00:00,2026-07-08 18:00:00,26.94,25.3,28.39,0.002,0.033,1.43,2.48,101739.8
26221,2314,URC_210100,URC,-19.09241,-51.13248,2026-07-08 12:00:00,2026-07-08 18:00:00,26.12,24.8,27.0,0.002,0.031,1.6,2.62,101756.2
26186,2314,URC_210119,URC,-18.939597,-50.928263,2026-07-08 12:00:00,2026-07-08 18:00:00,26.24,25.19,27.39,0.003,0.032,1.56,2.34,101754.8
13511,2314,URC_210130,URC,-18.85748,-50.9858,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,25.69,27.98,0.002,0.029,1.75,2.86,101732.6
25737,2314,URC_210157,URC,-18.992915,-50.983234,2026-07-08 12:00:00,2026-07-08 18:00:00,26.24,25.19,27.39,0.003,0.032,1.56,2.34,101754.8
26216,2314,URC_210166,URC,-18.90619,-51.13138,2026-07-08 12:00:00,2026-07-08 18:00:00,26.12,24.8,27.0,0.002,0.031,1.6,2.62,101756.2
26237,2314,URC_210213,URC,-19.12862,-51.03129,2026-07-08 12:00:00,2026-07-08 18:00:00,26.41,25.04,27.55,0.002,0.019,1.32,2.36,101746.3
25706,2314,URC_210227,URC,-18.71007,-50.98108,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,25.69,27.98,0.002,0.029,1.75,2.86,101732.6
25746,2314,URC_210235,URC,-18.86963,-51.029703,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,25.69,27.98,0.002,0.029,1.75,2.86,101732.6
26236,2314,URC_219013,URC,-18.72273,-51.03543,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,25.69,27.98,0.002,0.029,1.75,2.86,101732.6
26052,2314,URC_219047,URC,-18.81054,-50.76714,2026-07-08 12:00:00,2026-07-08 18:00:00,26.74,25.6,27.91,0.002,0.026,1.61,2.41,101752.3
13768,2314,URC_219052,URC,-18.69837,-50.87841,2026-07-08 12:00:00,2026-07-08 18:00:00,27.0,25.69,27.98,0.002,0.029,1.75,2.86,101732.6
23991,2314,URC_219053 II,URC,-18.83906,-50.7905,2026-07-08 12:00:00,2026-07-08 18:00:00,26.74,25.6,27.91,0.002,0.026,1.61,2.41,101752.3
14934,2314,URC_219081,URC,-18.76639,-50.85,2026-07-08 12:00:00,2026-07-08 18:00:00,26.74,25.6,27.91,0.002,0.026,1.61,2.41,101752.3
26200,2314,URC_219101,URC,-18.80686,-50.82792,2026-07-08 12:00:00,2026-07-08 18:00:00,26.74,25.6,27.91,0.002,0.026,1.61,2.41,101752.3
21800,2314,URC_219110,URC,-19.047334,-50.834288,2026-07-08 12:00:00,2026-07-08 18:00:00,26.94,25.3,28.39,0.002,0.033,1.43,2.48,101739.8
26223,2314,URC_219111,URC,-19.009897,-50.746663,2026-07-08 12:00:00,2026-07-08 18:00:00,26.94,25.3,28.39,0.002,0.033,1.43,2.48,101739.8
26229,2314,URC_219222,URC,-18.87219,-50.83422,2026-07-08 12:00:00,2026-07-08 18:00:00,26.74,25.6,27.91,0.002,0.026,1.61,2.41,101752.3
25577,2314,USL_315408,USL,-21.719328,-54.090927,2026-07-08 12:00:00,2026-07-08 18:00:00,24.9,24.07,25.9,0.001,0.011,1.97,2.73,101747.2
25708,2314,USL_320002,USL,-21.6273,-54.20304,2026-07-08 12:00:00,2026-07-08 18:00:00,24.89,24.0,25.82,0.001,0.008,2.07,2.63,101730.7
23125,2314,USL_320013,USL,-21.44542,-54.11897,2026-07-08 12:00:00,2026-07-08 18:00:00,25.09,24.21,26.28,0.001,0.011,2.16,2.88,101729.7
26109,2314,USL_320066,USL,-21.587583,-54.25226,2026-07-08 12:00:00,2026-07-08 18:00:00,25.18,24.35,26.21,0.001,0.007,2.34,3.02,101716.5
26032,2314,USL_320084,USL,-21.68166,-54.15133,2026-07-08 12:00:00,2026-07-08 18:00:00,24.89,24.0,25.82,0.001,0.008,2.07,2.63,101730.7
15022,2314,USL_320121,USL,-21.515079,-54.267676,2026-07-08 12:00:00,2026-07-08 18:00:00,25.18,24.35,26.21,0.001,0.007,2.34,3.02,101716.5
23660,2314,USL_320145,USL,-21.494,-54.11643,2026-07-08 12:00:00,2026-07-08 18:00:00,25.09,24.21,26.28,0.001,0.011,2.16,2.88,101729.7
25294,2314,USL_320168,USL,-21.47298,-54.19065,2026-07-08 12:00:00,2026-07-08 18:00:00,25.18,24.35,26.21,0.001,0.007,2.34,3.02,101716.5
26033,2314,USL_320170,USL,-21.43475,-54.24102,2026-07-08 12:00:00,2026-07-08 18:00:00,25.18,24.35,26.21,0.001,0.007,2.34,3.02,101716.5
25869,2314,USL_320184,USL,-21.670113,-54.250594,2026-07-08 12:00:00,2026-07-08 18:00:00,24.89,24.0,25.82,0.001,0.008,2.07,2.63,101730.7
26024,2314,USL_320186,USL,-21.4114,-54.06578,2026-07-08 12:00:00,2026-07-08 18:00:00,25.09,24.21,26.28,0.001,0.011,2.16,2.88,101729.7
21679,2314,USL_320207,USL,-21.55336,-54.1816,2026-07-08 12:00:00,2026-07-08 18:00:00,25.18,24.35,26.21,0.001,0.007,2.34,3.02,101716.5
25619,2314,USL_320216,USL,-21.61851,-54.1514,2026-07-08 12:00:00,2026-07-08 18:00:00,25.18,24.35,26.21,0.001,0.007,2.34,3.02,101716.5
26059,2314,USL_320316,USL,-21.452001,-54.459914,2026-07-08 12:00:00,2026-07-08 18:00:00,25.34,24.49,26.69,0.001,0.008,2.31,3.3,101705.2
12696,2314,USL_320376,USL,-21.51258,-54.19062,2026-07-08 12:00:00,2026-07-08 18:00:00,25.18,24.35,26.21,0.001,0.007,2.34,3.02,101716.5
25901,2314,USL_320387,USL,-21.5575,-54.12006,2026-07-08 12:00:00,2026-07-08 18:00:00,25.09,24.21,26.28,0.001,0.011,2.16,2.88,101729.7
25471,2314,USL_320446,USL,-21.385063,-54.462821,2026-07-08 12:00:00,2026-07-08 18:00:00,25.34,24.49,26.69,0.001,0.008,2.31,3.3,101705.2
13292,2314,USL_328085,USL,-21.5895,-53.94953,2026-07-08 12:00:00,2026-07-08 18:00:00,25.09,24.21,26.28,0.001,0.011,2.16,2.88,101729.7
26063,2314,USL_328091,USL,-21.525018,-54.377292,2026-07-08 12:00:00,2026-07-08 18:00:00,25.34,24.49,26.69,0.001,0.008,2.31,3.3,101705.2
25686,2314,USL_328303,USL,-21.455197,-54.535363,2026-07-08 12:00:00,2026-07-08 18:00:00,25.34,24.49,26.69,0.001,0.008,2.31,3.3,101705.2
26034,2314,USL_328310,USL,-21.649536,-54.343751,2026-07-08 12:00:00,2026-07-08 18:00:00,24.89,24.0,25.82,0.001,0.008,2.07,2.63,101730.7
22420,2314,USL_328323,USL,-21.36944,-54.16345,2026-07-08 12:00:00,2026-07-08 18:00:00,25.04,24.17,25.82,0.002,0.054,2.51,3.27,101736.0
26129,2314,USL_328337,USL,-21.76589,-54.14717,2026-07-08 12:00:00,2026-07-08 18:00:00,24.89,24.0,25.82,0.001,0.008,2.07,2.63,101730.7
26031,2314,USL_328401,USL,-21.64684,-54.0103,2026-07-08 12:00:00,2026-07-08 18:00:00,24.9,24.07,25.9,0.001,0.011,1.97,2.73,101747.2
22764,2314,USL_328429,USL,-21.545,-54.02712,2026-07-08 12:00:00,2026-07-08 18:00:00,25.09,24.21,26.28,0.001,0.011,2.16,2.88,101729.7
25585,2314,USL_329350,USL,-21.724367751,-54.3079433,2026-07-08 12:00:00,2026-07-08 18:00:00,24.89,24.0,25.82,0.001,0.008,2.07,2.63,101730.7
25665,2314,UAE_440010,UAE,-17.66004,-52.3381,2026-07-08 18:00:00,2026-07-09 00:00:00,19.93,18.77,20.72,0.005,0.229,2.73,3.61,101795.1
11002,2314,UAE_440031,UAE,-17.72785,-52.40737,2026-07-08 18:00:00,2026-07-09 00:00:00,19.67,18.38,20.89,0.006,0.224,1.87,2.9,101742.5
26025,2314,UAE_440037,UAE,-17.51801,-52.28823,2026-07-08 18:00:00,2026-07-09 00:00:00,19.09,17.62,20.14,0.005,0.154,2.51,3.51,101812.9
26041,2314,UAE_440043,UAE,-17.6238,-52.46665,2026-07-08 18:00:00,2026-07-09 00:00:00,19.25,17.96,20.22,0.007,0.168,2.14,3.24,101767.0
26042,2314,UAE_440061,UAE,-17.52854,-52.22775,2026-07-08 18:00:00,2026-07-09 00:00:00,19.09,17.62,20.14,0.005,0.154,2.51,3.51,101812.9
26049,2314,UAE_440178,UAE,-17.37638,-52.50827,2026-07-08 18:00:00,2026-07-09 00:00:00,19.25,17.96,20.22,0.007,0.168,2.14,3.24,101767.0
16272,2314,UAE_440235,UAE,-17.65046,-51.86691,2026-07-08 18:00:00,2026-07-09 00:00:00,19.78,19.06,20.58,0.002,0.059,2.34,3.25,101840.5
25628,2314,UAE_440264,UAE,-17.5812,-52.36706,2026-07-08 18:00:00,2026-07-09 00:00:00,19.09,17.62,20.14,0.005,0.154,2.51,3.51,101812.9
